EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,CountryCode,Country,PhoneNumber,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,LastLeaveDate,LeaveDayName,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk,CustomerSatisfaction_missing
318,Ms. Amanda Wallace MD,Female,33,Sales,Account Manager,2,02-05-2023,1,USA,1273870912,90509,36,14,17-03-2024,Sunday,9,16,5.0,2023,2,0.47,3,No,0
319,Briana Hamilton,Female,45,HR,HR Executive,5,05-05-2013,49,Germany,6776464254,150675,40,18,19-07-2024,Friday,14,76,5.0,2017,12,-1.0,1,Yes,1
320,Carla Smith,Female,46,Marketing,SEO Analyst,1,08-09-2015,49,Germany,5589327984,71300,24,11,18-02-2024,Sunday,1,64,5.0,2016,10,3.37,3,No,1
321,Ashley Ortiz,Male,60,Marketing,SEO Analyst,4,16-11-2016,1,Canada,3213023910,77783,5,5,20-07-2024,Saturday,8,39,5.0,2022,9,8.17,3,No,1
322,David Winters,Other,58,IT,Tester,2,10-02-2015,1,Canada,9380195194,109972,24,13,28-09-2024,Saturday,5,32,5.0,2017,10,3.03,4,No,1
323,Derrick Villanueva,Male,37,Marketing,Content Lead,4,02-05-2020,91,India,4101031007,148267,34,0,26-09-2024,Thursday,7,10,5.0,2023,5,3.2,4,No,1
324,Sarah Ponce,Other,56,IT,Tester,1,17-06-2018,49,Germany,3734943782,131748,37,28,17-07-2024,Wednesday,8,61,5.0,2019,7,-2.07,3,Yes,1
325,Alan Thompson,Male,51,IT,Engineer,2,15-06-2013,44,UK,8030279963,145326,6,24,19-10-2024,Saturday,9,75,5.0,2018,12,4.8,3,No,1
326,Vanessa Logan,Male,32,Marketing,Content Lead,4,20-10-2022,49,Germany,1696875746,145172,24,19,19-09-2024,Thursday,8,28,5.0,2022,3,2.03,5,No,1
327,Joshua Stevens,Other,25,Sales,Sales Executive,5,14-10-2012,1,USA,8542595138,140663,27,0,06-04-2024,Saturday,6,62,1.0,2019,13,4.6,3,No,0
328,James West,Male,25,Finance,Accountant,5,13-08-2021,44,UK,4189166926,122261,39,23,24-10-2024,Thursday,14,28,5.0,2021,4,-1.63,1,Yes,1
329,Donna Wolfe,Female,31,HR,HR Manager,4,18-12-2013,1,USA,2421863498,35923,15,30,03-12-2024,Tuesday,7,25,5.0,2021,12,2.0,4,Yes,1
330,Alexander Murray,Female,47,IT,Developer,5,12-04-2011,1,Canada,4775902111,121204,34,24,02-12-2024,Monday,13,22,5.0,2013,14,-0.8,4,No,1
331,Catherine Raymond,Other,56,Sales,Account Manager,2,13-03-2020,49,Germany,1152619884,48764,7,14,13-01-2024,Saturday,9,53,9.0,2023,5,6.27,3,No,0
332,Lisa White,Female,43,Sales,Sales Executive,5,12-07-2020,44,UK,4365421044,111995,10,7,23-06-2024,Sunday,1,64,8.0,2022,5,6.83,4,No,0
333,Marie Wilcox,Female,23,HR,HR Manager,1,06-11-2018,33,France,8727570494,146939,16,13,11-12-2024,Wednesday,11,26,5.0,2020,7,4.63,3,No,1
334,Kevin George,Male,38,Sales,Account Manager,2,07-02-2022,91,India,9137902072,131509,26,26,11-10-2024,Friday,12,28,9.0,2024,3,0.47,5,No,0
335,Justin Howard,Other,36,Support,Support Engineer,5,20-01-2016,1,USA,2260803796,49565,38,26,02-06-2024,Sunday,12,10,8.0,2022,9,-1.93,2,Yes,0
336,Ryan Wood,Female,35,HR,HR Executive,5,28-11-2015,33,France,240349231,85186,33,12,07-04-2024,Sunday,5,79,5.0,2022,10,1.4,3,No,1
337,Jesse Cline,Female,37,Marketing,SEO Analyst,3,04-09-2014,44,UK,718429194,170101,12,26,28-11-2024,Thursday,11,56,5.0,2024,11,3.27,3,No,1
338,William Wright,Female,42,Marketing,SEO Analyst,1,03-03-2019,91,India,7395608143,166547,29,25,26-06-2024,Wednesday,7,7,5.0,2021,6,0.03,3,No,1
339,Jeffery Anderson,Male,46,Marketing,Content Lead,5,10-12-2021,1,USA,3633566962,136830,0,12,14-02-2024,Wednesday,4,30,5.0,2021,4,8.0,3,No,1
340,Denise Martinez,Other,36,Marketing,Content Lead,2,13-06-2012,1,USA,4546010618,89473,15,20,17-12-2024,Tuesday,3,5,5.0,2016,13,3.67,3,No,1
341,Benjamin Robinson,Female,28,Finance,Auditor,3,27-03-2023,44,UK,7992870504,80131,28,19,20-06-2024,Thursday,2,29,5.0,2023,2,1.23,3,No,1
342,Terry Hunt,Female,36,IT,Tester,4,11-12-2017,91,India,1753483241,60436,27,29,03-10-2024,Thursday,15,57,5.0,2023,8,-0.23,4,Yes,1
343,Chelsey Smith,Female,42,HR,HR Executive,5,02-11-2021,91,India,271662559,167857,3,23,22-02-2024,Thursday,4,48,5.0,2024,4,5.57,3,No,1
344,Jeff Oconnor,Female,33,Finance,Auditor,2,21-01-2021,1,Canada,2287280886,153228,30,13,12-06-2024,Wednesday,8,14,5.0,2021,4,1.83,4,No,1
345,Brendan Henson,Male,47,Finance,Accountant,5,03-09-2021,91,India,9652750378,109066,22,1,22-03-2024,Friday,5,30,5.0,2021,4,5.43,3,Yes,1
346,Christina Sanders,Male,55,HR,HR Manager,1,14-10-2016,33,France,5447657630,136921,33,13,04-06-2024,Tuesday,1,67,5.0,2021,9,1.23,3,Yes,1
347,Douglas Nelson,Male,32,HR,HR Executive,2,13-03-2021,91,India,244424385,99855,9,16,13-06-2024,Thursday,3,40,5.0,2021,4,5.53,4,No,1
348,Mary Turner,Male,36,IT,Developer,4,08-12-2010,33,France,46391310,40969,34,21,22-11-2024,Friday,15,53,5.0,2013,15,-0.3,2,Yes,1
349,Kevin Brown,Other,21,Sales,Sales Executive,1,03-11-2015,49,Germany,5530911738,88812,7,19,03-03-2024,Sunday,3,40,9.0,2018,10,5.43,5,No,0
350,Jonathan Bishop,Female,33,Marketing,Content Lead,2,06-05-2012,33,France,2554142968,96146,10,11,21-09-2024,Saturday,6,38,5.0,2023,13,6.17,3,No,1
351,Maurice Lee,Male,33,HR,HR Manager,5,08-03-2015,1,USA,4332872805,76013,11,3,09-08-2024,Friday,4,51,5.0,2015,10,7.3,3,No,1
352,Austin Jackson,Male,53,Support,Helpdesk,2,23-07-2018,33,France,2709050167,86146,31,7,07-07-2024,Sunday,7,5,3.0,2024,7,2.63,2,Yes,0
353,Mary Burgess,Female,36,IT,Tester,1,14-07-2020,1,Canada,3098179111,133790,2,26,09-11-2024,Saturday,10,74,5.0,2023,5,5.27,4,No,1
354,Patricia Reed,Female,47,Support,Helpdesk,2,21-01-2020,1,USA,6350530801,82116,17,15,09-10-2024,Wednesday,3,21,6.0,2020,5,4.1,4,No,0
355,Nancy Simpson,Female,36,Sales,Account Manager,2,18-12-2020,1,Canada,7962011443,174515,6,6,20-12-2024,Friday,2,55,1.0,2022,5,7.8,4,No,0
356,Justin Huerta,Female,51,IT,Tester,2,27-12-2014,1,USA,7167067069,32394,38,9,18-05-2024,Saturday,6,9,5.0,2014,11,0.9,3,Yes,1
357,Henry Davis,Other,28,HR,HR Executive,2,23-03-2015,1,Canada,1154536628,167537,5,14,23-12-2024,Monday,12,43,5.0,2021,10,6.67,3,No,1
358,Nancy Allen,Male,55,IT,Engineer,3,05-09-2011,1,USA,2158817355,172995,23,3,09-08-2024,Friday,2,55,5.0,2018,14,4.9,3,No,1
359,Jill Hill,Male,32,HR,HR Executive,1,01-06-2013,33,France,789079524,92794,4,22,12-02-2024,Monday,5,17,5.0,2022,12,5.53,3,No,1
360,Nicholas Barnes,Other,48,HR,HR Manager,2,23-09-2022,33,France,9216394066,137935,35,17,07-04-2024,Sunday,8,66,5.0,2024,3,0.17,3,No,1
361,Emily Richardson,Female,44,Marketing,SEO Analyst,2,15-05-2018,1,Canada,6999354621,115462,19,16,21-02-2024,Wednesday,13,78,5.0,2021,7,3.53,4,No,1
362,Chad Potter,Other,27,Support,Helpdesk,3,18-11-2017,91,India,1651855851,87597,5,14,19-04-2024,Friday,1,30,6.0,2019,8,6.67,2,No,0
363,Elizabeth Mcdonald,Female,58,Support,Helpdesk,3,02-08-2020,44,UK,7612919236,55055,26,3,21-12-2024,Saturday,13,26,3.0,2024,5,4.3,4,No,0
364,Mrs. Lisa Willis,Male,43,IT,Tester,1,09-11-2012,33,France,4358178077,137797,9,6,28-11-2024,Thursday,10,17,5.0,2018,13,7.2,2,No,1
365,Kathryn Henry,Female,43,Sales,Sales Executive,1,15-05-2013,33,France,4139853201,53127,30,18,28-10-2024,Monday,15,7,3.0,2024,12,1.0,3,No,0
366,Joshua Meyer,Male,34,Support,Helpdesk,4,10-01-2017,44,UK,3435559949,140036,27,16,02-06-2024,Sunday,5,80,3.0,2023,8,1.93,3,No,0
367,Michelle Jackson,Other,40,Finance,Accountant,4,20-12-2011,33,France,1500426893,124811,15,6,19-02-2024,Monday,9,75,5.0,2018,14,6.0,3,No,1
368,Jason Camacho,Other,39,IT,Developer,5,06-04-2020,1,Canada,7468339519,155312,25,4,06-08-2024,Tuesday,12,10,5.0,2024,5,4.33,2,No,1
369,Zachary King,Male,49,Sales,Account Manager,3,07-10-2022,1,Canada,230414465,105484,32,30,12-04-2024,Friday,4,10,7.0,2023,3,-1.4,3,Yes,0
370,Heather Hill,Female,25,HR,HR Executive,1,06-03-2023,91,India,1638274903,104217,10,0,15-09-2024,Sunday,11,24,5.0,2024,2,8.0,5,No,1
371,Hannah Webb,Male,46,Finance,Accountant,1,19-12-2021,33,France,8407071374,167454,15,5,03-06-2024,Monday,10,67,5.0,2024,4,6.17,3,No,1
372,Daniel Floyd,Other,33,IT,Developer,5,17-02-2016,49,Germany,5777613520,68529,40,0,21-06-2024,Friday,10,69,5.0,2021,9,2.0,2,Yes,1
373,Kenneth Ford,Female,31,Finance,Auditor,4,15-02-2010,1,USA,1656075541,53142,28,1,23-07-2024,Tuesday,5,48,5.0,2018,15,4.23,3,No,1
374,Joshua Green,Male,58,Finance,Accountant,5,28-03-2016,1,Canada,83206913,40979,18,25,04-06-2024,Tuesday,15,46,5.0,2023,9,2.23,3,No,1
375,Bryan Torres,Female,46,Marketing,SEO Analyst,4,20-07-2016,91,India,5584253709,161498,23,3,02-06-2024,Sunday,11,65,5.0,2018,9,4.9,4,No,1
376,James Henderson,Female,21,IT,Engineer,4,08-02-2011,1,USA,8841080525,147713,23,24,22-07-2024,Monday,13,43,5.0,2020,14,1.4,3,No,1
377,Timothy Morris,Other,22,Sales,Sales Executive,1,18-07-2023,33,France,1496194293,93080,30,15,15-02-2024,Thursday,10,66,8.0,2024,2,1.5,3,No,0
378,Dillon Daniel,Male,56,Sales,Sales Executive,1,26-02-2011,1,Canada,1029344750,129210,39,8,21-10-2024,Monday,8,31,5.0,2015,14,0.87,1,Yes,0
379,Shelley Anthony,Other,51,Support,Support Engineer,1,21-10-2012,49,Germany,4351406211,37689,15,3,05-04-2024,Friday,4,19,8.0,2024,13,6.5,2,No,0
380,Edward Jennings,Female,30,Marketing,SEO Analyst,5,27-08-2011,33,France,7341632421,173685,20,23,17-12-2024,Tuesday,6,37,5.0,2013,14,2.17,3,No,1
381,Dana Steele,Female,46,IT,Tester,4,26-09-2014,1,USA,3145189594,68482,3,0,06-04-2024,Saturday,1,24,5.0,2020,11,9.4,2,No,1
382,Caitlyn Hayes,Male,37,Support,Support Engineer,1,08-06-2018,91,India,141442204,51630,11,28,05-01-2024,Friday,2,6,3.0,2023,7,3.13,3,No,0
383,Kathleen Rasmussen,Male,31,IT,Engineer,2,01-04-2023,91,India,306415511,41134,31,0,08-12-2024,Sunday,2,19,5.0,2024,2,3.8,4,No,1
384,Kyle Fuller,Male,22,Sales,Sales Executive,5,14-08-2021,44,UK,4387641572,46137,29,25,09-10-2024,Wednesday,11,50,4.0,2021,4,0.03,3,Yes,0
385,Jill Bass,Female,54,HR,HR Manager,5,26-02-2016,91,India,4207713318,38595,12,1,12-09-2024,Thursday,14,8,5.0,2017,9,7.43,3,No,1
386,Lindsey Mcmillan,Male,52,Sales,Sales Executive,3,05-01-2011,33,France,9961638351,175777,26,23,02-01-2024,Tuesday,6,80,4.0,2014,14,0.97,3,No,0
387,Bryan Briggs,Other,32,Sales,Account Manager,4,10-11-2018,91,India,5466504216,102650,3,2,14-10-2024,Monday,13,30,1.0,2020,7,9.07,5,No,0
388,Ms. Amanda Campbell,Female,51,Marketing,Content Lead,1,19-06-2012,1,Canada,8512300121,107276,13,0,12-03-2024,Tuesday,15,6,5.0,2015,13,7.4,5,No,1
389,Martha Henson,Other,22,Support,Support Engineer,3,22-08-2018,91,India,4513093758,131037,19,9,13-04-2024,Saturday,10,35,9.0,2021,7,4.7,4,No,0
390,Thomas Green,Female,21,Sales,Account Manager,1,02-04-2020,91,India,4132722763,131917,20,16,28-05-2024,Tuesday,15,70,5.0,2024,5,3.33,2,No,0
391,Melissa Parker,Other,60,Marketing,Content Lead,3,20-04-2013,44,UK,1153746675,133093,37,8,28-11-2024,Thursday,13,50,5.0,2019,12,1.27,4,Yes,1
392,George Cooley,Female,48,IT,Tester,5,04-04-2023,91,India,4014608187,72367,25,0,02-04-2024,Tuesday,10,60,5.0,2023,2,5.0,4,No,1
393,Anthony Dominguez,Male,25,Support,Helpdesk,2,23-06-2015,49,Germany,7444903977,32438,18,29,24-12-2024,Tuesday,7,48,9.0,2021,10,1.57,3,Yes,0
394,Katherine Webster,Male,49,Finance,Accountant,1,24-02-2023,91,India,394491955,59217,4,22,20-05-2024,Monday,13,63,5.0,2023,2,5.53,3,Yes,1
395,Heather Martinez,Other,59,Sales,Account Manager,1,28-04-2013,49,Germany,5230756404,175726,35,16,07-02-2024,Wednesday,13,70,8.0,2024,12,0.33,4,Yes,0
396,Gregory Adams,Female,41,Marketing,SEO Analyst,3,16-11-2013,33,France,3009997655,32496,15,15,27-06-2024,Thursday,12,44,5.0,2014,12,4.5,3,No,1
397,Pamela Smith,Female,27,IT,Engineer,4,18-12-2016,44,UK,491983369,30860,15,29,08-02-2024,Thursday,6,16,5.0,2021,9,2.17,3,No,1
398,Steven Lewis,Female,48,Sales,Sales Executive,5,25-12-2018,91,India,105326248,84698,34,4,25-02-2024,Sunday,10,57,4.0,2024,7,2.53,4,No,0
399,Veronica Washington,Male,39,Sales,Sales Executive,5,19-01-2022,1,USA,2685162602,41440,6,7,10-02-2024,Saturday,6,55,2.0,2023,3,7.63,3,No,0
400,John Smith,Other,41,Finance,Accountant,1,27-11-2019,33,France,7600475761,69711,22,4,27-09-2024,Friday,9,41,5.0,2019,6,4.93,3,No,1
401,John Gonzalez,Other,60,IT,Developer,1,10-02-2013,33,France,7573683319,112591,32,24,13-03-2024,Wednesday,2,57,5.0,2021,12,-0.4,1,No,1
402,Stacey Smith,Male,41,Marketing,SEO Analyst,5,19-06-2021,1,Canada,3142028886,63692,38,21,12-12-2024,Thursday,15,60,5.0,2021,4,-1.1,2,Yes,1
403,Jonathan Armstrong,Female,47,Sales,Account Manager,5,15-07-2014,44,UK,3134214593,34950,30,13,23-07-2024,Tuesday,13,73,1.0,2017,11,1.83,3,Yes,0
404,Edwin Greene,Male,55,IT,Developer,1,19-04-2013,91,India,1522139138,162717,10,30,05-01-2024,Friday,6,68,5.0,2022,12,3.0,5,No,1
405,Jessica Clark,Male,49,IT,Tester,4,05-07-2011,1,Canada,3232962838,104563,20,24,12-07-2024,Friday,5,20,5.0,2014,14,2.0,3,No,1
406,Jody Johnson DDS,Male,29,Sales,Sales Executive,2,13-06-2023,33,France,1727079379,83355,31,13,17-03-2024,Sunday,7,80,1.0,2024,2,1.63,2,No,0
407,Amy Moore,Female,43,IT,Tester,2,25-06-2014,1,USA,1807908724,98962,2,21,01-11-2024,Friday,7,16,5.0,2024,11,6.1,4,No,1
408,Noah Stewart,Male,37,Support,Support Engineer,3,16-06-2021,33,France,5156606256,53289,22,11,07-04-2024,Sunday,2,17,4.0,2022,4,3.77,5,No,0
409,Gabriel Hess,Male,29,HR,HR Manager,4,12-02-2017,44,UK,606208281,67267,38,2,05-06-2024,Wednesday,6,45,5.0,2019,8,2.07,3,No,1
410,Kimberly Larson,Male,23,Marketing,Content Lead,4,19-05-2015,44,UK,6684298769,64955,8,5,28-11-2024,Thursday,3,35,5.0,2021,10,7.57,2,No,1
411,Mrs. Melissa Thompson DDS,Other,47,Marketing,SEO Analyst,3,28-05-2023,1,USA,7192764186,32693,37,12,09-08-2024,Friday,3,52,5.0,2024,2,0.6,4,No,1
412,Dr. Steven Blair,Other,48,Support,Support Engineer,1,09-11-2010,1,USA,2830782534,168715,9,10,01-08-2024,Thursday,11,9,2.0,2011,15,6.53,2,No,0
413,Courtney Miller,Other,60,Finance,Auditor,5,12-03-2020,1,Canada,7525794846,69898,37,29,02-06-2024,Sunday,6,41,5.0,2022,5,-2.23,2,No,1
414,Karen Mcknight,Female,44,Finance,Auditor,4,22-04-2012,1,Canada,5074890850,76888,22,2,06-12-2024,Friday,15,72,5.0,2022,13,5.27,4,No,1
415,Sonya Martin,Female,23,IT,Engineer,4,11-08-2020,1,Canada,5498892955,77513,11,22,04-12-2024,Wednesday,11,17,5.0,2024,5,4.13,1,No,1
416,Dr. Pamela Wilcox,Female,31,Finance,Auditor,2,26-02-2021,1,Canada,3482104113,144517,40,29,27-06-2024,Thursday,13,73,5.0,2022,4,-2.83,4,Yes,1
417,Heather Hampton,Male,56,Finance,Auditor,3,22-01-2016,44,UK,900538360,125280,19,1,05-06-2024,Wednesday,15,62,5.0,2020,9,6.03,3,No,1
418,James Taylor Jr.,Other,42,Sales,Account Manager,5,12-07-2023,1,Canada,6266571379,127848,26,25,24-08-2024,Saturday,10,7,1.0,2023,2,0.63,3,Yes,0
419,Tamara Figueroa,Female,42,Marketing,Content Lead,5,05-08-2022,33,France,6239644991,41729,7,7,14-05-2024,Tuesday,8,9,5.0,2023,3,7.43,3,No,1
420,Aaron Martin,Female,60,Sales,Account Manager,2,04-04-2020,49,Germany,8123636760,115766,31,11,19-04-2024,Friday,13,76,6.0,2020,5,1.97,4,No,0
421,Carlos Washington,Male,45,Finance,Auditor,5,20-11-2017,1,Canada,6545743528,123401,22,17,12-05-2024,Sunday,5,44,5.0,2022,8,2.77,4,No,1
422,Brittany Callahan,Female,60,Marketing,Content Lead,1,06-12-2019,91,India,1347304398,155850,0,13,21-07-2024,Sunday,13,72,5.0,2023,6,7.83,3,No,1
423,Andrew Gonzalez,Female,33,Sales,Account Manager,3,17-05-2021,91,India,5044881310,127997,39,3,17-11-2024,Sunday,1,55,7.0,2022,4,1.7,4,No,0
424,Mr. Ricky Nichols,Male,27,Marketing,Content Lead,5,08-05-2016,44,UK,4734582365,156714,2,23,27-08-2024,Tuesday,10,64,5.0,2018,9,5.77,4,No,1
425,Sarah Ward,Other,58,Marketing,SEO Analyst,1,04-03-2010,91,India,5424998365,149436,17,15,05-03-2024,Tuesday,12,6,5.0,2016,15,4.1,3,No,1
426,Cristina Martin,Male,30,Sales,Account Manager,3,27-09-2022,91,India,1307714753,36058,26,6,21-07-2024,Sunday,13,76,5.0,2023,3,3.8,3,No,0
427,Alexandra Dalton,Other,46,Finance,Accountant,4,15-11-2022,44,UK,139188574,159792,8,0,04-01-2024,Thursday,8,50,5.0,2022,3,8.4,3,No,1
428,Melissa Arias,Female,47,Sales,Account Manager,3,05-07-2020,49,Germany,4916924939,74415,25,27,07-04-2024,Sunday,3,29,5.0,2020,5,0.5,3,Yes,0
429,Richard Smith,Other,33,Finance,Auditor,2,14-11-2017,1,Canada,7508925273,43491,2,10,09-06-2024,Sunday,8,79,5.0,2024,8,7.93,4,No,1
430,Lori Smith,Male,29,Sales,Sales Executive,4,19-03-2010,49,Germany,5551599986,46600,29,7,06-06-2024,Thursday,4,53,10.0,2017,15,3.03,5,No,0
431,Alex Taylor,Female,40,IT,Developer,3,20-12-2015,91,India,2440297696,57166,4,4,21-11-2024,Thursday,15,72,5.0,2016,10,8.53,3,No,1
432,Rachael Johnson,Male,40,Support,Support Engineer,5,17-03-2022,49,Germany,6123538417,159746,2,1,26-10-2024,Saturday,13,19,3.0,2022,3,9.43,4,No,0
433,David Bryant,Female,53,Sales,Sales Executive,4,24-02-2021,33,France,7882226520,175837,27,18,01-10-2024,Tuesday,8,31,3.0,2022,4,1.6,2,No,0
434,James Flores,Female,52,Support,Support Engineer,1,11-04-2017,33,France,2734155811,80388,19,23,17-09-2024,Tuesday,2,11,4.0,2023,8,2.37,1,Yes,0
435,David Haynes,Other,52,Support,Support Engineer,5,13-02-2016,44,UK,9831857619,171878,17,29,10-06-2024,Monday,7,26,4.0,2016,9,1.77,4,Yes,0
436,Marco Chambers,Male,59,Marketing,SEO Analyst,4,03-08-2021,1,USA,977124484,85221,17,15,01-05-2024,Wednesday,8,61,5.0,2022,4,4.1,4,No,1
437,Todd Marsh,Other,48,HR,HR Executive,1,24-08-2020,33,France,1691871702,59266,16,6,06-06-2024,Thursday,15,60,5.0,2021,5,5.8,3,No,1
438,Sydney Robinson,Other,37,Marketing,SEO Analyst,2,09-01-2023,49,Germany,6834592641,169877,7,0,28-08-2024,Wednesday,2,5,5.0,2023,2,8.6,3,No,1
439,Kelly Watkins,Female,55,Marketing,SEO Analyst,3,21-05-2016,33,France,574316589,78917,28,20,24-12-2024,Tuesday,8,17,5.0,2018,9,1.07,3,No,1
440,Dr. Kathryn Meyer MD,Male,54,Sales,Sales Executive,1,12-11-2022,33,France,4784145293,135185,36,2,11-01-2024,Thursday,3,24,5.0,2023,3,2.47,3,No,0
441,Amy Guerrero,Female,25,Sales,Sales Executive,4,11-06-2011,91,India,5197419882,110287,12,26,23-05-2024,Thursday,11,43,9.0,2017,14,3.27,3,No,0
442,Lindsey Holmes,Other,27,Support,Helpdesk,2,11-12-2014,49,Germany,3390526756,50125,27,1,27-12-2024,Friday,10,45,4.0,2017,11,4.43,4,No,0
443,Donald Cummings,Female,25,HR,HR Manager,3,19-01-2016,91,India,2451775813,110690,7,17,11-12-2024,Wednesday,11,43,5.0,2017,9,5.77,5,No,1
444,Brittney Booth,Other,49,IT,Tester,1,02-10-2021,44,UK,2282588036,47150,5,18,28-01-2024,Sunday,15,66,5.0,2021,4,6.0,3,Yes,1
445,Ashley Hoffman,Female,34,Sales,Account Manager,5,15-02-2013,1,Canada,3200159116,121514,22,2,10-06-2024,Monday,9,22,9.0,2019,12,5.27,4,No,0
446,Oscar Reid,Female,30,Support,Helpdesk,5,06-07-2011,33,France,6847429567,179581,24,13,02-02-2024,Friday,15,47,2.0,2024,14,3.03,4,No,0
447,Sarah Smith,Female,29,Sales,Sales Executive,1,16-11-2016,1,Canada,6348753028,161650,31,27,10-05-2024,Friday,7,70,10.0,2020,9,-0.7,3,No,0
448,William Chavez,Male,58,IT,Tester,5,13-03-2020,91,India,5847505847,94497,33,29,23-04-2024,Tuesday,15,42,5.0,2022,5,-1.43,4,No,1
449,Angela Rodriguez,Female,57,Finance,Accountant,3,26-12-2022,33,France,3227692283,42163,5,1,19-12-2024,Thursday,9,48,5.0,2022,3,8.83,3,No,1
450,John White,Male,60,IT,Developer,4,24-03-2020,1,USA,2831648252,46869,23,15,05-09-2024,Thursday,12,71,5.0,2022,5,2.9,2,No,1
451,Juan Hardy,Female,45,Support,Helpdesk,5,13-04-2016,91,India,5232775635,77555,40,13,17-11-2024,Sunday,12,38,10.0,2020,9,-0.17,4,No,0
452,Elizabeth Foley,Male,34,Support,Support Engineer,2,02-10-2023,91,India,3843720757,33685,33,17,10-09-2024,Tuesday,7,20,6.0,2023,2,0.57,3,No,0
453,Raven Williams,Male,53,IT,Engineer,4,12-05-2022,49,Germany,9290596612,152409,3,25,21-01-2024,Sunday,4,57,5.0,2023,3,5.23,4,No,1
454,Miss Shannon Turner,Other,43,IT,Engineer,4,11-03-2021,44,UK,3855223132,110233,4,19,19-09-2024,Thursday,10,30,5.0,2022,4,6.03,4,No,1
455,Grace Cruz,Female,43,IT,Developer,3,03-07-2021,49,Germany,1666481419,111332,13,8,10-07-2024,Wednesday,8,75,5.0,2021,4,6.07,3,No,1
456,Robert Morrow,Male,46,Marketing,Content Lead,5,27-06-2022,44,UK,9169959649,141468,24,26,18-10-2024,Friday,3,73,5.0,2023,3,0.87,3,No,1
457,Aaron Davis,Male,48,Support,Helpdesk,4,08-05-2018,44,UK,7710988241,88349,32,15,02-08-2024,Friday,5,27,6.0,2019,7,1.1,3,No,0
458,Trevor Williams,Female,47,HR,HR Executive,3,06-01-2014,33,France,513673012,119643,1,19,14-09-2024,Saturday,5,54,5.0,2016,11,6.63,4,No,1
459,Albert Chavez,Other,32,Sales,Account Manager,1,11-04-2022,1,Canada,651910674,161632,1,23,05-12-2024,Thursday,14,79,8.0,2023,3,5.97,1,No,0
460,Nichole Fitzgerald,Male,34,Marketing,SEO Analyst,4,20-06-2023,91,India,1864255792,53266,13,28,14-06-2024,Friday,3,19,5.0,2024,2,2.73,4,Yes,1
461,Chelsey Roberts,Other,60,Finance,Accountant,4,12-10-2010,1,USA,7757093846,67827,23,29,25-11-2024,Monday,11,38,5.0,2015,15,0.57,2,No,1
462,Brian Rice,Female,27,Support,Support Engineer,2,05-03-2021,33,France,6610194112,116235,17,10,17-06-2024,Monday,3,22,2.0,2021,4,4.93,3,No,0
463,Jo Warren,Female,58,Finance,Accountant,2,04-04-2012,1,Canada,956763576,35093,5,17,05-04-2024,Friday,1,20,5.0,2018,13,6.17,4,No,1
464,Cynthia Clark,Female,60,Sales,Account Manager,3,25-03-2011,44,UK,1420447116,155870,6,19,23-03-2024,Saturday,3,24,4.0,2016,14,5.63,3,No,0
465,Mary Hudson,Other,32,Support,Helpdesk,3,27-09-2023,44,UK,8326603229,140627,34,18,15-01-2024,Monday,12,23,10.0,2024,2,0.2,4,No,0
466,Jacqueline Knight,Female,28,IT,Developer,5,25-03-2023,33,France,8768711437,93057,15,3,28-02-2024,Wednesday,3,52,5.0,2024,2,6.5,4,No,1
467,Sydney Sweeney,Female,25,Finance,Auditor,2,17-10-2014,91,India,8712974496,107898,8,14,02-10-2024,Wednesday,12,74,5.0,2017,11,6.07,3,No,1
468,Deborah Harris,Male,59,HR,HR Executive,3,12-07-2016,1,USA,457154765,169457,34,18,02-05-2024,Thursday,13,51,5.0,2019,9,0.2,2,Yes,1
469,Samantha Curtis,Female,40,Finance,Auditor,3,21-03-2020,44,UK,4019652851,173633,38,3,12-10-2024,Saturday,6,37,5.0,2021,5,1.9,3,Yes,1
470,Brett Armstrong,Male,60,HR,HR Executive,4,08-06-2011,44,UK,4074790495,92312,39,17,27-12-2024,Friday,1,20,5.0,2013,14,-0.63,1,Yes,1
471,David Zamora,Female,22,HR,HR Manager,2,05-08-2017,1,Canada,8489134705,35152,11,0,07-05-2024,Tuesday,5,30,5.0,2024,8,7.8,3,No,1
472,Gregory Contreras,Male,37,Finance,Accountant,4,14-07-2020,49,Germany,9767140625,162437,37,12,23-09-2024,Monday,10,20,5.0,2023,5,0.6,2,Yes,1
473,Brian Peterson,Other,44,IT,Engineer,4,01-06-2012,49,Germany,859399381,129971,38,17,17-03-2024,Sunday,7,43,5.0,2019,13,-0.43,4,No,1
474,Frank Ross,Male,54,Finance,Auditor,3,16-11-2016,91,India,182909249,175948,40,17,12-07-2024,Friday,13,39,5.0,2023,9,-0.83,2,No,1
475,Kelsey Moore,Male,35,Sales,Account Manager,4,20-07-2021,33,France,588321371,162702,12,14,14-12-2024,Saturday,2,25,4.0,2024,4,5.27,3,No,0
476,Louis Davis,Male,24,HR,HR Manager,3,02-04-2020,44,UK,5988527329,76735,12,25,08-03-2024,Friday,14,9,5.0,2022,5,3.43,4,No,1
