employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
423076,Zoya Hora,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics; On-Page Seo,Html / Css Basics,5,4,1,20.0,80.0
423078,Ivana Sarkar,IT,Data Analyst,Excel; Power Bi; Python; Sql; Tableau,Statistical Analysis,6,5,1,16.67,83.33
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
423286,Himmat Chhabra,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
423442,Onkar Sha,IT,Cybersecurity Specialist,Cryptography; Incident Response; Penetration Testing; Python; Siem,Network Security,6,5,1,16.67,83.33
424053,Adah Sahni,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Mediation,Investigation,5,4,1,20.0,80.0
424195,Ranbir Sabharwal,HR,Recruitment Specialist,Employer Branding; Salary Negotiation,Ats; Interviewing; Technical Sourcing,5,2,3,60.0,40.0
424252,Madhup Rege,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
424372,Riya Kapur,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql,Forecasting; Valuation,6,4,2,33.33,66.67
424410,Parinaaz Sarkar,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
424772,Eva Chawla,Sales,Sales Executive,B2B Sales; Communication; Lead Generation,Contract Closing; Crm; Negotiation,6,3,3,50.0,50.0
424970,Veer Sahota,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation; Technical Sourcing,Interviewing,5,4,1,20.0,80.0
425069,Myra Kar,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Performance Management,Talent Acquisition,6,5,1,16.67,83.33
425125,Tushar Amble,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
425152,Zoya Sankar,Sales,Business Development,Partnership Development; Pipeline Management,Crm; Market Research; Strategic Pitching,5,2,3,60.0,40.0
425169,Nitya Dugal,Finance,Auditor,Compliance; Excel; Internal Auditing; Risk Assessment,Financial Analysis; Forensic Accounting,6,4,2,33.33,66.67
425234,Lakshay Iyer,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
425637,Parinaaz Bawa,Marketing,Content Strategist,Content Auditing; Information Architecture; User Research,Copywriting; Seo,5,3,2,40.0,60.0
425648,Anika Sengupta,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation,Interviewing; Technical Sourcing,5,3,2,40.0,60.0
425760,Navya Solanki,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Technical Sourcing,Salary Negotiation,5,4,1,20.0,80.0
425767,Oorja Gour,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Internal Auditing,6,5,1,16.67,83.33
426202,Mahika Sane,Finance,Financial Analyst,Forecasting; Power Bi; Sql,Excel; Financial Modeling; Valuation,6,3,3,50.0,50.0
426228,Lavanya Thakkar,Finance,Auditor,Compliance; Forensic Accounting; Internal Auditing; Risk Assessment,Excel; Financial Analysis,6,4,2,33.33,66.67
426627,Khushi Kothari,Marketing,Content Strategist,Content Auditing; Copywriting; Seo; User Research,Information Architecture,5,4,1,20.0,80.0
426900,Nehmat Sem,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
426921,Zaina Kothari,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation,Ats; Technical Sourcing,5,3,2,40.0,60.0
426947,Manjari Mane,Sales,Sales Executive,B2B Sales; Lead Generation; Negotiation,Communication; Contract Closing; Crm,6,3,3,50.0,50.0
426986,Aayush Rana,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
427191,Vanya Dasgupta,Finance,Accountant,Auditing; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems; Excel,6,4,2,33.33,66.67
427388,Krish Bobal,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Technical Sourcing,Salary Negotiation,5,4,1,20.0,80.0
427518,Neysa Magar,Marketing,SEO Specialist,Content Optimization; Html / Css Basics; On-Page Seo,Backlink Strategy; Google Analytics,5,3,2,40.0,60.0
427532,Biju Yogi,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics,Google Analytics; On-Page Seo,5,3,2,40.0,60.0
427542,Samarth Kothari,IT,Cybersecurity Specialist,Penetration Testing; Python; Siem,Cryptography; Incident Response; Network Security,6,3,3,50.0,50.0
427641,Faiyaz Rajan,Marketing,SEO Specialist,Content Optimization; Google Analytics; On-Page Seo,Backlink Strategy; Html / Css Basics,5,3,2,40.0,60.0
427823,Dhruv Sur,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
427889,Mahika Rastogi,Sales,Sales Executive,Contract Closing; Lead Generation; Negotiation,B2B Sales; Communication; Crm,6,3,3,50.0,50.0
428037,Zeeshan Banik,Sales,Business Development,Partnership Development; Pipeline Management; Strategic Pitching,Crm; Market Research,5,3,2,40.0,60.0
428390,Sara Dugar,Sales,Business Development,Crm; Market Research; Partnership Development; Pipeline Management,Strategic Pitching,5,4,1,20.0,80.0
428395,Vedika Das,Finance,Financial Analyst,Financial Modeling; Forecasting; Power Bi; Sql,Excel; Valuation,6,4,2,33.33,66.67
428565,Samar Doshi,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
428591,Hazel Savant,Finance,Auditor,Compliance; Excel; Forensic Accounting; Risk Assessment,Financial Analysis; Internal Auditing,6,4,2,33.33,66.67
428759,Rati Chandra,IT,Software Engineer,Ci/Cd; Data Structures; Docker,Git; Java; Kubernetes; Python,7,3,4,57.14,42.86
428829,Advik Srinivas,IT,Software Engineer,Ci/Cd; Docker; Git; Java; Kubernetes; Python,Data Structures,7,6,1,14.29,85.71
429167,Samar Bandi,IT,Software Engineer,Ci/Cd; Data Structures; Git; Java; Kubernetes; Python,Docker,7,6,1,14.29,85.71
429345,Sara Banerjee,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
429616,Vivaan Shan,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
429690,Arnav Mander,IT,Cybersecurity Specialist,Incident Response; Penetration Testing; Siem,Cryptography; Network Security; Python,6,3,3,50.0,50.0
429719,Kartik Chaudry,IT,Cybersecurity Specialist,Penetration Testing; Python; Siem,Cryptography; Incident Response; Network Security,6,3,3,50.0,50.0
429731,Aarav Desai,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; On-Page Seo,Google Analytics; Html / Css Basics,5,3,2,40.0,60.0
429927,Yasmin Som,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
430080,Tara Kaur,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce),Client Retention; Upselling,5,3,2,40.0,60.0
430157,Darshit Jayaraman,Finance,Financial Analyst,Forecasting; Sql; Valuation,Excel; Financial Modeling; Power Bi,6,3,3,50.0,50.0
430701,Ishita Apte,Sales,Business Development,Market Research; Partnership Development; Strategic Pitching,Crm; Pipeline Management,5,3,2,40.0,60.0
430758,Saksham Krishna,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Lead Generation; Negotiation,,6,6,0,0.0,100.0
430810,Nitara Kapur,IT,Data Analyst,Power Bi; Sql; Statistical Analysis; Tableau,Excel; Python,6,4,2,33.33,66.67
430854,Inaaya  Shan,IT,Data Analyst,Excel; Power Bi; Sql; Statistical Analysis; Tableau,Python,6,5,1,16.67,83.33
431327,Nitara Bakshi,Sales,Sales Executive,Communication; Crm; Lead Generation,B2B Sales; Contract Closing; Negotiation,6,3,3,50.0,50.0
431608,Yuvraj  Kota,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
431693,Jivika Balay,Sales,Account Manager,Account Planning; Contract Negotiation; Upselling,Client Retention; Crm (Salesforce),5,3,2,40.0,60.0
431797,Anahita Chauhan,IT,Cybersecurity Specialist,Cryptography; Incident Response; Penetration Testing; Python; Siem,Network Security,6,5,1,16.67,83.33
431983,Mahika Reddy,Marketing,SEO Specialist,Backlink Strategy; Google Analytics,Content Optimization; Html / Css Basics; On-Page Seo,5,2,3,60.0,40.0
432356,Taran Kaur,Marketing,Marketing Executive,Digital Marketing; Google Analytics,Campaign Management; Content Marketing; Seo,5,2,3,60.0,40.0
432523,Kimaya Jaggi,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation; Technical Sourcing,Ats,5,4,1,20.0,80.0
432623,Raunak Badal,IT,Cybersecurity Specialist,Cryptography; Penetration Testing; Python; Siem,Incident Response; Network Security,6,4,2,33.33,66.67
432784,Urvi Jayaraman,HR,Recruitment Specialist,Employer Branding; Salary Negotiation; Technical Sourcing,Ats; Interviewing,5,3,2,40.0,60.0
433033,Purab Dhingra,IT,Software Engineer,Ci/Cd; Git; Java; Kubernetes,Data Structures; Docker; Python,7,4,3,42.86,57.14
433183,Diya Ratti,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation; Technical Sourcing,Ats,5,4,1,20.0,80.0
433200,Samaira Goel,Marketing,SEO Specialist,Google Analytics; Html / Css Basics; On-Page Seo,Backlink Strategy; Content Optimization,5,3,2,40.0,60.0
433459,Ishaan Dhar,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo,Copywriting; User Research,5,3,2,40.0,60.0
433550,Zara Sahota,Marketing,Content Strategist,Copywriting; Seo,Content Auditing; Information Architecture; User Research,5,2,3,60.0,40.0
433969,Yuvraj  Vaidya,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics; On-Page Seo,Html / Css Basics,5,4,1,20.0,80.0
433973,Farhan Comar,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation; Mediation,Hr Policies,5,4,1,20.0,80.0
434004,Manjari Sarna,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Internal Auditing,Risk Assessment,6,5,1,16.67,83.33
434108,Jiya Biswas,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Internal Auditing; Risk Assessment,Compliance,6,5,1,16.67,83.33
434481,Ivan Bhatt,Sales,Business Development,Crm; Market Research,Partnership Development; Pipeline Management; Strategic Pitching,5,2,3,60.0,40.0
434511,Damini Sabharwal,HR,HR Manager,Leadership; Performance Management; Talent Acquisition,Employee Relations; Hris; Labor Law,6,3,3,50.0,50.0
434717,Miraan Seshadri,IT,Data Analyst,Power Bi; Python; Sql; Statistical Analysis; Tableau,Excel,6,5,1,16.67,83.33
434736,Mishti Gaba,Marketing,SEO Specialist,Content Optimization; Google Analytics; On-Page Seo,Backlink Strategy; Html / Css Basics,5,3,2,40.0,60.0
434743,Piya Viswanathan,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo; User Research,Copywriting,5,4,1,20.0,80.0
434839,Zoya Din,IT,Data Analyst,Power Bi; Python; Tableau,Excel; Sql; Statistical Analysis,6,3,3,50.0,50.0
435297,Hiran Agate,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
435587,Veer Chander,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Sql,Power Bi; Valuation,6,4,2,33.33,66.67
435695,Alia Sangha,IT,Cybersecurity Specialist,Cryptography; Incident Response; Penetration Testing; Python,Network Security; Siem,6,4,2,33.33,66.67
435928,Zara Sankaran,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; Seo,User Research,5,4,1,20.0,80.0
436324,Aaina Sahota,HR,Employee Relations,Conflict Resolution; Hr Policies; Investigation,Employment Law; Mediation,5,3,2,40.0,60.0
436452,Dhanush Vohra,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
436654,Akarsh Kadakia,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation,Interviewing; Technical Sourcing,5,3,2,40.0,60.0
437116,Zoya Badami,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Kubernetes,Git; Java; Python,7,4,3,42.86,57.14
437784,Hridaan Bajwa,Finance,Accountant,Auditing; Excel; Quickbooks; Tax Compliance,Erp Systems; Financial Accounting,6,4,2,33.33,66.67
437789,Kanav Sem,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
437852,Chirag Lanka,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Valuation,Sql,6,5,1,16.67,83.33
437918,Prerak Buch,Sales,Sales Executive,Communication; Contract Closing; Crm; Negotiation,B2B Sales; Lead Generation,6,4,2,33.33,66.67
438030,Mishti Ravi,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
438055,Mannat Raja,Sales,Business Development,Partnership Development; Pipeline Management; Strategic Pitching,Crm; Market Research,5,3,2,40.0,60.0
438306,Vihaan Kota,Sales,Account Manager,Account Planning; Crm (Salesforce); Upselling,Client Retention; Contract Negotiation,5,3,2,40.0,60.0
438498,Divit Apte,Finance,Auditor,Financial Analysis; Forensic Accounting; Internal Auditing,Compliance; Excel; Risk Assessment,6,3,3,50.0,50.0
438556,Jayan Shetty,IT,Software Engineer,Ci/Cd; Docker; Git; Kubernetes; Python,Data Structures; Java,7,5,2,28.57,71.43
438675,Hansh Dey,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Google Analytics,Seo,5,4,1,20.0,80.0
438794,Misha Karnik,Marketing,Marketing Executive,Campaign Management; Content Marketing; Google Analytics,Digital Marketing; Seo,5,3,2,40.0,60.0
439150,Nirvaan Sandal,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
439231,Rasha Buch,HR,Employee Relations,Hr Policies; Investigation; Mediation,Conflict Resolution; Employment Law,5,3,2,40.0,60.0
439247,Anvi Garg,Finance,Accountant,Financial Accounting; Quickbooks; Tax Compliance,Auditing; Erp Systems; Excel,6,3,3,50.0,50.0
439325,Saanvi Bava,HR,Recruitment Specialist,Ats; Interviewing; Technical Sourcing,Employer Branding; Salary Negotiation,5,3,2,40.0,60.0
439425,Jayan Magar,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
439427,Vivaan Bajwa,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Investigation,Mediation,5,4,1,20.0,80.0
439460,Nayantara Chauhan,IT,Software Engineer,Data Structures; Docker; Git; Java; Kubernetes; Python,Ci/Cd,7,6,1,14.29,85.71
439866,Shlok Saini,Finance,Auditor,Compliance; Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Financial Analysis,6,5,1,16.67,83.33
439957,Diya Dalal,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Kubernetes,Java; Python,7,5,2,28.57,71.43
439966,Abram Madan,IT,Data Analyst,Excel; Power Bi; Python; Sql; Statistical Analysis,Tableau,6,5,1,16.67,83.33
440183,Saira Choudhury,Marketing,Content Strategist,Information Architecture; Seo; User Research,Content Auditing; Copywriting,5,3,2,40.0,60.0
440195,Drishya Handa,Finance,Auditor,Compliance; Excel; Financial Analysis; Internal Auditing,Forensic Accounting; Risk Assessment,6,4,2,33.33,66.67
440215,Himmat Ramachandran,Sales,Account Manager,Client Retention; Contract Negotiation; Upselling,Account Planning; Crm (Salesforce),5,3,2,40.0,60.0
440512,Vidur Bera,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
440728,Hansh Badal,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks; Tax Compliance,Auditing,6,5,1,16.67,83.33
440783,Pihu Mand,Sales,Sales Executive,Communication; Contract Closing; Lead Generation; Negotiation,B2B Sales; Crm,6,4,2,33.33,66.67
441034,Shaan Sundaram,IT,Software Engineer,Ci/Cd; Docker; Git; Java; Kubernetes; Python,Data Structures,7,6,1,14.29,85.71
441111,Taimur Sagar,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
441410,Yashvi Bhattacharyya,Finance,Auditor,Forensic Accounting; Internal Auditing; Risk Assessment,Compliance; Excel; Financial Analysis,6,3,3,50.0,50.0
441424,Uthkarsh Vig,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
441444,Fateh Kumar,Sales,Account Manager,Account Planning; Upselling,Client Retention; Contract Negotiation; Crm (Salesforce),5,2,3,60.0,40.0
441486,Saira Salvi,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
441547,Faiyaz Raval,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation,Interviewing; Technical Sourcing,5,3,2,40.0,60.0
441767,Pihu Soman,HR,HR Manager,Employee Relations; Leadership; Performance Management; Talent Acquisition,Hris; Labor Law,6,4,2,33.33,66.67
441954,Jhanvi Chaudhari,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
442187,Dhanuk Roy,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
442344,Aarna Sandhu,HR,Recruitment Specialist,Employer Branding; Salary Negotiation; Technical Sourcing,Ats; Interviewing,5,3,2,40.0,60.0
442346,Riya Mangat,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics; On-Page Seo,Google Analytics,5,4,1,20.0,80.0
442755,Adira Krishna,Sales,Sales Executive,Communication; Contract Closing; Crm; Lead Generation; Negotiation,B2B Sales,6,5,1,16.67,83.33
442984,Ishaan Dave,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
444181,Khushi Sehgal,Marketing,Content Strategist,Content Auditing; Copywriting; Seo,Information Architecture; User Research,5,3,2,40.0,60.0
444361,Shanaya Hegde,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Negotiation,Crm; Lead Generation,6,4,2,33.33,66.67
444501,Madhup Ahluwalia,Finance,Auditor,Compliance; Excel; Forensic Accounting,Financial Analysis; Internal Auditing; Risk Assessment,6,3,3,50.0,50.0
444563,Arhaan Dalal,IT,Software Engineer,Data Structures; Git; Java; Kubernetes; Python,Ci/Cd; Docker,7,5,2,28.57,71.43
444969,Ira Lanka,HR,HR Manager,Employee Relations; Labor Law; Performance Management; Talent Acquisition,Hris; Leadership,6,4,2,33.33,66.67
445495,Saanvi Mall,Sales,Sales Executive,Crm; Lead Generation; Negotiation,B2B Sales; Communication; Contract Closing,6,3,3,50.0,50.0
445720,Amani Bhat,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing,Excel; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
445843,Kismat Dugar,Sales,Business Development,Crm; Market Research; Strategic Pitching,Partnership Development; Pipeline Management,5,3,2,40.0,60.0
446077,Kartik Mahajan,Sales,Account Manager,Contract Negotiation; Crm (Salesforce); Upselling,Account Planning; Client Retention,5,3,2,40.0,60.0
446189,Shalv Hari,Finance,Accountant,Auditing; Erp Systems; Financial Accounting; Quickbooks; Tax Compliance,Excel,6,5,1,16.67,83.33
446238,Ishaan Kuruvilla,HR,HR Manager,Leadership; Performance Management; Talent Acquisition,Employee Relations; Hris; Labor Law,6,3,3,50.0,50.0
446248,Jayesh Gola,HR,Recruitment Specialist,Interviewing; Salary Negotiation; Technical Sourcing,Ats; Employer Branding,5,3,2,40.0,60.0
446955,Dhruv Dugal,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
447271,Raghav Aurora,IT,Data Analyst,Excel; Power Bi; Python; Statistical Analysis,Sql; Tableau,6,4,2,33.33,66.67
447327,Akarsh Upadhyay,Sales,Account Manager,Account Planning; Client Retention; Upselling,Contract Negotiation; Crm (Salesforce),5,3,2,40.0,60.0
448359,Advik Tara,IT,Cybersecurity Specialist,Network Security; Penetration Testing; Python,Cryptography; Incident Response; Siem,6,3,3,50.0,50.0
449495,Vanya Chad,Marketing,Marketing Executive,Campaign Management; Digital Marketing; Google Analytics; Seo,Content Marketing,5,4,1,20.0,80.0
449589,Siya Mane,Finance,Accountant,Auditing; Excel; Financial Accounting; Tax Compliance,Erp Systems; Quickbooks,6,4,2,33.33,66.67
449648,Anya Balakrishnan,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo; User Research,Copywriting,5,4,1,20.0,80.0
449776,Heer Lala,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks,Auditing; Tax Compliance,6,4,2,33.33,66.67
449851,Ela Jhaveri,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks; Tax Compliance,Auditing,6,5,1,16.67,83.33
449942,Gatik Ratta,IT,Cybersecurity Specialist,Cryptography; Network Security; Python; Siem,Incident Response; Penetration Testing,6,4,2,33.33,66.67
449953,Zara Lal,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Internal Auditing,6,5,1,16.67,83.33
450136,Shlok Boase,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture,Seo; User Research,5,3,2,40.0,60.0
450295,Yashvi Mani,IT,Software Engineer,Data Structures; Git; Java; Kubernetes; Python,Ci/Cd; Docker,7,5,2,28.57,71.43
450579,Adah Majumdar,IT,Software Engineer,Data Structures; Docker; Git; Java,Ci/Cd; Kubernetes; Python,7,4,3,42.86,57.14
450629,Zaina Rau,IT,Data Analyst,Excel; Power Bi; Python,Sql; Statistical Analysis; Tableau,6,3,3,50.0,50.0
450922,Adira Ganesh,HR,HR Manager,Employee Relations; Hris; Leadership; Talent Acquisition,Labor Law; Performance Management,6,4,2,33.33,66.67
450996,Akarsh Suri,IT,Cybersecurity Specialist,Network Security; Python; Siem,Cryptography; Incident Response; Penetration Testing,6,3,3,50.0,50.0
451093,Divij Dhar,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Sql; Valuation,Financial Modeling,6,5,1,16.67,83.33
451710,Miraan Halder,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing,Excel; Risk Assessment,6,4,2,33.33,66.67
451785,Fateh Chauhan,Finance,Auditor,Compliance; Excel; Financial Analysis; Risk Assessment,Forensic Accounting; Internal Auditing,6,4,2,33.33,66.67
452074,Nitara Sane,Sales,Sales Executive,Contract Closing; Lead Generation; Negotiation,B2B Sales; Communication; Crm,6,3,3,50.0,50.0
452560,Mamooty Raj,Sales,Account Manager,Client Retention; Contract Negotiation; Upselling,Account Planning; Crm (Salesforce),5,3,2,40.0,60.0
452579,Taimur Sandal,Finance,Financial Analyst,Financial Modeling; Power Bi; Sql,Excel; Forecasting; Valuation,6,3,3,50.0,50.0
452755,Lakshit Karan,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
453232,Hunar Sharaf,Sales,Sales Executive,Communication; Contract Closing; Crm; Lead Generation,B2B Sales; Negotiation,6,4,2,33.33,66.67
453361,Indranil Chaudhuri,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
453414,Dhruv Sankaran,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
453419,Purab Tripathi,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm,Lead Generation; Negotiation,6,4,2,33.33,66.67
453437,Ela Dada,Sales,Sales Executive,Communication; Crm; Lead Generation; Negotiation,B2B Sales; Contract Closing,6,4,2,33.33,66.67
453442,Rhea Loyal,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation; Technical Sourcing,Interviewing,5,4,1,20.0,80.0
453674,Nirvi Ganguly,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
454195,Yakshit Gill,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing; Siem,Python,6,5,1,16.67,83.33
454328,Myra Hayre,HR,HR Manager,Employee Relations; Labor Law; Leadership; Performance Management,Hris; Talent Acquisition,6,4,2,33.33,66.67
454457,Ivan Batta,Sales,Business Development,Crm; Partnership Development; Pipeline Management; Strategic Pitching,Market Research,5,4,1,20.0,80.0
454551,Pranay Toor,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
454605,Anya Bassi,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation,Hr Policies; Mediation,5,3,2,40.0,60.0
454617,Inaaya  Chacko,HR,Recruitment Specialist,Employer Branding; Interviewing; Technical Sourcing,Ats; Salary Negotiation,5,3,2,40.0,60.0
454665,Divij Karpe,Sales,Account Manager,Account Planning; Contract Negotiation; Upselling,Client Retention; Crm (Salesforce),5,3,2,40.0,60.0
454789,Vardaniya Bhat,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing; Siem,Python,6,5,1,16.67,83.33
455338,Ira Mani,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
455357,Purab Kaur,IT,Data Analyst,Excel; Sql; Statistical Analysis,Power Bi; Python; Tableau,6,3,3,50.0,50.0
455358,Aarush Dixit,IT,Cybersecurity Specialist,Incident Response; Network Security; Python; Siem,Cryptography; Penetration Testing,6,4,2,33.33,66.67
456365,Oorja Sethi,Marketing,Content Strategist,Content Auditing; Copywriting; User Research,Information Architecture; Seo,5,3,2,40.0,60.0
456483,Aniruddh Agrawal,Marketing,Content Strategist,Content Auditing; Copywriting; Seo; User Research,Information Architecture,5,4,1,20.0,80.0
456525,Vardaniya Kala,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
456614,Saksham Lad,IT,Software Engineer,Data Structures; Docker; Kubernetes; Python,Ci/Cd; Git; Java,7,4,3,42.86,57.14
456634,Eva Bhardwaj,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Investigation,Mediation,5,4,1,20.0,80.0
456919,Prisha Lanka,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks,Financial Accounting; Tax Compliance,6,4,2,33.33,66.67
457226,Umang Hans,Finance,Financial Analyst,Excel; Forecasting; Power Bi; Sql; Valuation,Financial Modeling,6,5,1,16.67,83.33
457483,Vihaan Manne,Sales,Sales Executive,Communication; Lead Generation; Negotiation,B2B Sales; Contract Closing; Crm,6,3,3,50.0,50.0
457604,Saira Kothari,Finance,Financial Analyst,Forecasting; Power Bi; Sql,Excel; Financial Modeling; Valuation,6,3,3,50.0,50.0
457901,Indrans Mahal,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
